seed,buildup,climax,resolution,outlook
Susan and her friend Olivia went on a bike ride together.,They had a chance to chat and get to know each other a little better when they took a break from riding and sat along the creek to rest.,Susan asked her friend if she wanted some ice cream. Olivia smiled and offered to pay for both of them.,Susan laughed and thanked Olivia. The two returned to their bikes to head into town for ice cream.,"The two remained fast friends, with Susan seeing Olivia as a kind and selfless girl."
Susan and her friend Olivia went on a bike ride together.,They had a chance to chat and get to know each other a little better when they took a break from riding and sat along the creek to rest.,Susan asked her friend if she wanted some ice cream. Olivia smiled and offered to pay for both of them.,Susan and Olivia find a local ice cream parlor and enjoy their time together.  They proceed to make this a re-occurring weekly event.,Their relationship is positively growing through acts of sacrifice and care.
Susan and her friend Olivia went on a bike ride together.,They had a chance to chat and get to know each other a little better when they took a break from riding and sat along the creek to rest.,Susan asked her friend if she wanted some ice cream. Olivia smiled and offered to pay for both of them.,Olivia payed for both the ice-creams. Susan was  not happy with that decision.so Susan decided that hereafter she could not ask for anything from her.,Susan figured out that Olivia is taking advantage all the time.
Susan and her friend Olivia went on a bike ride together.,They had a chance to chat and get to know each other a little better when they took a break from riding and sat along the creek to rest.,Susan asked her friend if she wanted some ice cream. Olivia smiled and offered to pay for both of them.,"Susan was struck by Olivia's generosity and kindness, and decided that she would do the same in turn the next time the two of them went out together.","Susan and Olivia's friendship grew until they became close friends, sharing everything about their lives and exchanging advice, staying in touch when they got married to other people and through the years."
Susan and her friend Olivia went on a bike ride together.,They had a chance to chat and get to know each other a little better when they took a break from riding and sat along the creek to rest.,"""What's that noise?"", Susan asked. At that time a large Alligator shot out of the creek, grabbed Susan's leg, and dragged her back into the water.","Olivia screamed and took her bike tire pump to hit the alligator on the nose. The alligator dropped Susan, retreating back to the water, while Olivia grabbed her cell phone to call an ambulance.","Despite being in pain, Susan acknowledged Olivia's bravery, was grateful for their friendship, and happy that she would be okay once the ambulance arrived."
Susan and her friend Olivia went on a bike ride together.,They had a chance to chat and get to know each other a little better when they took a break from riding and sat along the creek to rest.,"""What's that noise?"", Susan asked. At that time a large Alligator shot out of the creek, grabbed Susan's leg, and dragged her back into the water.","Olivia immediately started screaming, both in fear and for help. Susan was screaming so loud , it was blood curdling.","Olivia was not going to leave Susan alone, she cared for her too much."
Susan and her friend Olivia went on a bike ride together.,They had a chance to chat and get to know each other a little better when they took a break from riding and sat along the creek to rest.,"""What's that noise?"", Susan asked. At that time a large Alligator shot out of the creek, grabbed Susan's leg, and dragged her back into the water.","She struggled before going under, and the last thing Olivia saw was the pool of foamy blood shooting up from the murky depths. Susans body was never found.",Every year Olivia goes crocodile hunting to find the remains of Susan at the swamp.
Susan and her friend Olivia went on a bike ride together.,They had a chance to chat and get to know each other a little better when they took a break from riding and sat along the creek to rest.,"""What's that noise?"", Susan asked. At that time a large Alligator shot out of the creek, grabbed Susan's leg, and dragged her back into the water.","Olivia was paralyzed with fear. She watched as Susan struggled to stay above water, fighting off the alligator as best she could.","Olivia decided to take action and help her friend, pulling out her pocket watch and jumping on and stabbing the alligator until it finally released susan from it's jaws."
Susan and her friend Olivia went on a bike ride together.,They had a chance to chat and get to know each other a little better when they took a break from riding and sat along the creek to rest.,"""What's that noise?"", Susan asked. At that time a large Alligator shot out of the creek, grabbed Susan's leg, and dragged her back into the water.","Olivia grabbed a nearby limb and started to whack the alligator on the snout causing it to release Susan's leg. Olivia dragged the shocked Susan away from the creek, wrapped her wound as best as she could, and called an ambulance.","After saving her leg, and possibly her life, Susan felt deep gratitude towards Olivia and they grew even closer after that."
Susan and her friend Olivia went on a bike ride together.,They had a chance to chat and get to know each other a little better when they took a break from riding and sat along the creek to rest.,"Just as Olivia wanted to take a picture of the creek, she realized that she could not find her phone. Despite Olivia’s panic, Susan made a bad joke and Olivia started crying.",Olivia felt uncomfortable crying near Susan because of her lack of understanding and ran home to be by herself.,Olivia no longer felt that Susan was a friend with whom she could be emotionally vulnerable.
Susan and her friend Olivia went on a bike ride together.,They had a chance to chat and get to know each other a little better when they took a break from riding and sat along the creek to rest.,"Just as Olivia wanted to take a picture of the creek, she realized that she could not find her phone. Despite Olivia’s panic, Susan made a bad joke and Olivia started crying.",Olivia immediately regretted making a joke and apologized to Susan. Susan accepted her apology and Olivia offered to go with her to help look for her phone which they managed to find an hour later.,Olivia learned not to joke when Susan is in a panic.
Susan and her friend Olivia went on a bike ride together.,They had a chance to chat and get to know each other a little better when they took a break from riding and sat along the creek to rest.,"Just as Olivia wanted to take a picture of the creek, she realized that she could not find her phone. Despite Olivia’s panic, Susan made a bad joke and Olivia started crying.","Susan felt bad, she was only trying to distract Olivia. Susan gave Olivia a hug and told her she would help her look for the phone.",Olivia wiped her tears and was thankful that Susan was there to help her.
Susan and her friend Olivia went on a bike ride together.,They had a chance to chat and get to know each other a little better when they took a break from riding and sat along the creek to rest.,"Just as Olivia wanted to take a picture of the creek, she realized that she could not find her phone. Despite Olivia’s panic, Susan made a bad joke and Olivia started crying.",Susan felt really bad about the joke she made and apologized. She offered Olivia a tissue and told her she would help her look for her phone.,"Even though Olivia was annoyed, she appreciated that Susan apologized and was happy to have Olivia help her look for her phone."
Susan and her friend Olivia went on a bike ride together.,They had a chance to chat and get to know each other a little better when they took a break from riding and sat along the creek to rest.,"Just as Olivia wanted to take a picture of the creek, she realized that she could not find her phone. Despite Olivia’s panic, Susan made a bad joke and Olivia started crying.","Susan had took the phone just to make fun of Olivia but it resulted in a bad situation. Susan got annoyed not realizing her mistake and thought why Olivia had to cry for such a silly reason, on the otherhand, Olivia thought how mean Susan is.",Susan and Olivia were in such a bad temper which made their relationship to last no longer.
Susan and her friend Olivia went on a bike ride together.,They had a chance to chat and get to know each other a little better when they took a break from riding and sat along the creek to rest.,Susan tripped at a twig on the ground and her key fell into the creek from her pocket. Olivia chased it quickly and got it back to Susan.,"when Susan sees the key there was only one key starts the bike but the other key was of his house which was not there, they both searched it a for more than two hours, they went back to house. Susan find that the keys are left in door lock",Olivia found that the Susan was a stupid person he wasted all her time in searching the keys
Susan and her friend Olivia went on a bike ride together.,They had a chance to chat and get to know each other a little better when they took a break from riding and sat along the creek to rest.,Susan tripped at a twig on the ground and her key fell into the creek from her pocket. Olivia chased it quickly and got it back to Susan.,Susan was very relieved to not have lost her key. She thanked Olivia profusely for her effort to retrieve it. Susan decided to invite her to dinner as a way to thank her properly. Olivia agreed.,Susan thought Olivia would be someone she'd like in her life. The two grew closer together and promised to have more bike rides in the future.
Susan and her friend Olivia went on a bike ride together.,They had a chance to chat and get to know each other a little better when they took a break from riding and sat along the creek to rest.,Susan tripped at a twig on the ground and her key fell into the creek from her pocket. Olivia chased it quickly and got it back to Susan.,Susan was so thankful Olivia acted quickly. Without that key they had no way back into the house.,"Olivia knew Susan was thankful, they always helped each other out that way."
Susan and her friend Olivia went on a bike ride together.,They had a chance to chat and get to know each other a little better when they took a break from riding and sat along the creek to rest.,Susan tripped at a twig on the ground and her key fell into the creek from her pocket. Olivia chased it quickly and got it back to Susan.,Susan was really greatful for the guesture and she her thought Olivia is a keeper.,Susan and Olivia became fast friends and have a long lasting friendship
Susan and her friend Olivia went on a bike ride together.,They had a chance to chat and get to know each other a little better when they took a break from riding and sat along the creek to rest.,Susan tripped at a twig on the ground and her key fell into the creek from her pocket. Olivia chased it quickly and got it back to Susan.,"Once Olivia had the key and handed it back, Susan confessed it was for a safety deposit box that contained a firearm she once used in a murder. Olivia played dumb until later that week when she reported it to the police.","Olivia testified against Susan in court, and Susan is serving 12 years in state prison for 2nd degree murder."
Susan and her friend Olivia went on a bike ride together.,"After a few miles, they decided to take a break at a local coffee shop and catch up on the old times.","After a few minutes, they were in their childhood memories discussing deep about childhood naughtiness. Time ran by, but they continued talking as it has been years both met.",Susan and Olivia realized how fortunate to have had a such a beautiful childhood days. So they decided to help some of the orphans in their neighbourhood should an awesome childhood which led them to pave way for a better community.,Susan and Olivia were likeminded people which paved way for their relationship to be much stronger than before.
Susan and her friend Olivia went on a bike ride together.,"After a few miles, they decided to take a break at a local coffee shop and catch up on the old times.","After a few minutes, they were in their childhood memories discussing deep about childhood naughtiness. Time ran by, but they continued talking as it has been years both met.",Susan and Olivia are long time friends and this scenerio actually did not give them the time to catch up with old times but still had quality time together,Susan and Olivia cant get over of each other presence and their friendship has a very strong bond
Susan and her friend Olivia went on a bike ride together.,"After a few miles, they decided to take a break at a local coffee shop and catch up on the old times.","After a few minutes, they were in their childhood memories discussing deep about childhood naughtiness. Time ran by, but they continued talking as it has been years both met.",Susan had missed Olivia deeply and was sad when it was time for them to head home- it was getting late! So Olivia gave Susan her address and asked her to swing by the next day.,They began meeting on a frequent basis and became closer.
Susan and her friend Olivia went on a bike ride together.,"After a few miles, they decided to take a break at a local coffee shop and catch up on the old times.","After a few minutes, they were in their childhood memories discussing deep about childhood naughtiness. Time ran by, but they continued talking as it has been years both met.",Susan and Olivia continue to delve into the childhood stories and uncover that they both shared what they once believe was unrequited love for each other.  They set a plan to have their first date at the same coffee shop next week.,Susan and Olivia make a discover that leads to uncovered romantic feelings for the other.
Susan and her friend Olivia went on a bike ride together.,"After a few miles, they decided to take a break at a local coffee shop and catch up on the old times.","After a few minutes, they were in their childhood memories discussing deep about childhood naughtiness. Time ran by, but they continued talking as it has been years both met.",They soon realize through continued conversation they had childhood crushes on the other and Olivia asks Susan out.,"Their relationship adapted and continues to grow in a new, romantic direction."
Susan and her friend Olivia went on a bike ride together.,"After a few miles, they decided to take a break at a local coffee shop and catch up on the old times.","As Olivia returned to the table with their coffee she had just ordered, Susan was nowhere to be found. As she looked out the window, she could see Susan riding away with a boy that she had just met, and he was on her bike!","Olivia set the coffee down on the table, and called her friend Roy.  Roy picked her up and took Olivia to Susan's house to get her bike back.","Olivia has no desire to see Susan ever again, once she gets her bike back of course."
Susan and her friend Olivia went on a bike ride together.,"After a few miles, they decided to take a break at a local coffee shop and catch up on the old times.","As Olivia returned to the table with their coffee she had just ordered, Susan was nowhere to be found. As she looked out the window, she could see Susan riding away with a boy that she had just met, and he was on her bike!","Olivia was extremely annoyed, but she already knew her friend had a weakness for handsome guys. And have you prepared to, in the future, have to listen as another handsome boy had hurt her friend's heart. It was what friendship with Susan was like, after all, he thought, and then sipped his coffee calmly, enjoying the rest of the day alone.","Olivia already knew how to handle her friend, and Susan eventually found a guy to date."
Susan and her friend Olivia went on a bike ride together.,"After a few miles, they decided to take a break at a local coffee shop and catch up on the old times.","As Olivia returned to the table with their coffee she had just ordered, Susan was nowhere to be found. As she looked out the window, she could see Susan riding away with a boy that she had just met, and he was on her bike!",This was typical of Susan and she was that type of person.  Olivia was really mad.,That was the last time she did anything with Susan.
Susan and her friend Olivia went on a bike ride together.,"After a few miles, they decided to take a break at a local coffee shop and catch up on the old times.","As Olivia returned to the table with their coffee she had just ordered, Susan was nowhere to be found. As she looked out the window, she could see Susan riding away with a boy that she had just met, and he was on her bike!",Olivia calls her mother and is drove home.  Susan eventually gives Olivia her bike back and apologizes.,"Olivia and Susan's relationship is shaken, but an apology and change of heart begins to mend things."
Susan and her friend Olivia went on a bike ride together.,"After a few miles, they decided to take a break at a local coffee shop and catch up on the old times.","As Olivia returned to the table with their coffee she had just ordered, Susan was nowhere to be found. As she looked out the window, she could see Susan riding away with a boy that she had just met, and he was on her bike!",Susan was not interested to continue with Olivia. She does not want to spent more time with Susan. She found interesting company for the rest of day.,Olivia think that Susan is very insensitive as she has not informed her before leaving. Olivia will gradually distance herself from Susan.
Susan and her friend Olivia went on a bike ride together.,"After a few miles, they decided to take a break at a local coffee shop and catch up on the old times.",Susan suddenly started crying during the conversation. She needed to make a confession of guilt to Olivia — Susan told on Olivia many years ago.,Olivia laughed and told Susan not to worry because that was years ago. She put her arm around Susan's shoulder and said she was too hard on herself.,Susan realized that Olivia was a forgiving person and was happy to have her friendship.
Susan and her friend Olivia went on a bike ride together.,"After a few miles, they decided to take a break at a local coffee shop and catch up on the old times.",Susan suddenly started crying during the conversation. She needed to make a confession of guilt to Olivia — Susan told on Olivia many years ago.,Olivia was upset but didn't show it. She said that they should probably head on home.,"Olivia decided that she didn't want to be friends with someone who was a snitch, so she refrained from calling Susan anymore."
Susan and her friend Olivia went on a bike ride together.,"After a few miles, they decided to take a break at a local coffee shop and catch up on the old times.",Susan suddenly started crying during the conversation. She needed to make a confession of guilt to Olivia — Susan told on Olivia many years ago.,Olivia was surprised to hear the guilt of Susan which she had made for fun many years back. This incident had not impacted anything serious in the life of Olivia that made her to comfort Susan.,Olivia being surprised had  a second thought that she should cross check the words of susan thereafter.
Susan and her friend Olivia went on a bike ride together.,"After a few miles, they decided to take a break at a local coffee shop and catch up on the old times.",Susan suddenly started crying during the conversation. She needed to make a confession of guilt to Olivia — Susan told on Olivia many years ago.,"Turns out it was no big deal. But Susan was menstruating, and her emotions were a little shaken. Olivia helped her friend, and understood that this could also happen to her.","Susan thanked Olivia for empathy, which increased confidence in her."
Susan and her friend Olivia went on a bike ride together.,"After a few miles, they decided to take a break at a local coffee shop and catch up on the old times.",Susan suddenly started crying during the conversation. She needed to make a confession of guilt to Olivia — Susan told on Olivia many years ago.,"Olivia was taken aback by the admission. But to Susan's surprise, Olivia tells her she already knew what she did but decided long ago to not make it a big deal. She tells her she understands life's circumstances get the better of people sometimes. Susan was very grateful to hear this directly from her. They settle the issue with a warm embrace.","Olivia and Susan met up again a week after, decidedly putting the past behind them and maintain their friendship instead."
Susan and her friend Olivia went on a bike ride together.,"After a few miles, they decided to take a break at a local coffee shop and catch up on the old times.","They remembered a lot of things that they did together back then — amusement park, haunted house adventure and many others. They agreed to meet up more often to keep their relationship as close as before.",Susan called Olivia a week after the meeting to set up their next meetup.,"Olivia felt remembered and cared about, both women put more effort into making their relationship a lot closer again."
Susan and her friend Olivia went on a bike ride together.,"After a few miles, they decided to take a break at a local coffee shop and catch up on the old times.","They remembered a lot of things that they did together back then — amusement park, haunted house adventure and many others. They agreed to meet up more often to keep their relationship as close as before.","The next month, they plan a joined family trip to an amusement park.  They enjoy catching up even more while their children ride roller coasters together.","Their relationship, and their children's relationship, positively grows."
Susan and her friend Olivia went on a bike ride together.,"After a few miles, they decided to take a break at a local coffee shop and catch up on the old times.","They remembered a lot of things that they did together back then — amusement park, haunted house adventure and many others. They agreed to meet up more often to keep their relationship as close as before.","As Susan and Olivia continued to meet up more and keep their relationship close, they made more and more memories.","As that happened, Susan and Olivia really became close friends who did almost everything together and that coffee shop became a regular spot for them to chat about their adventures."
Susan and her friend Olivia went on a bike ride together.,"After a few miles, they decided to take a break at a local coffee shop and catch up on the old times.","They remembered a lot of things that they did together back then — amusement park, haunted house adventure and many others. They agreed to meet up more often to keep their relationship as close as before.","As the years went on, Olivia and Susan spent much more time with each other. They developed many new memorable experiences along the way.","Due to all of the new experiences that Olivia and Susan shared, they found that they had become best friends with an unbreakable bond."
Susan and her friend Olivia went on a bike ride together.,"After a few miles, they decided to take a break at a local coffee shop and catch up on the old times.","They remembered a lot of things that they did together back then — amusement park, haunted house adventure and many others. They agreed to meet up more often to keep their relationship as close as before.",Susan was thrilled to have her friend back and invited her to sleep over that same night. Olivia happily agreed and the two then stayed up all night laughing and watching movies.,They began to spend so much time together that they were ever rarely apart.
Susan and her friend Olivia went on a bike ride together.,"After a few miles, they decided to take a break at a local coffee shop and catch up on the old times.",They chatted until the coffee shop closed and felt refreshed and relaxed like never before. They promised to meet again soon and have some quality time together.,"They both saw how much they could still talk, even though they hadn't seen each other in a while.",Their friendship was strengthened even as time went on.
Susan and her friend Olivia went on a bike ride together.,"After a few miles, they decided to take a break at a local coffee shop and catch up on the old times.",They chatted until the coffee shop closed and felt refreshed and relaxed like never before. They promised to meet again soon and have some quality time together.,"The next day, Olivia texted Susan to see if she wanted to go see the new Star Wars movie coming out.  Susan replied ""Absolutely!""",Olivia liked Susan's response and figured they would spend more time together.
Susan and her friend Olivia went on a bike ride together.,"After a few miles, they decided to take a break at a local coffee shop and catch up on the old times.",They chatted until the coffee shop closed and felt refreshed and relaxed like never before. They promised to meet again soon and have some quality time together.,It was an good experience for both of them and they planned to meet again,Susan and Olivia became fast friends and met regularly
Susan and her friend Olivia went on a bike ride together.,"After a few miles, they decided to take a break at a local coffee shop and catch up on the old times.",They chatted until the coffee shop closed and felt refreshed and relaxed like never before. They promised to meet again soon and have some quality time together.,"Susan and Olivia remembered the good times when they were chatting away, and thought they should do it again.",Their friendship grew stronger.
Susan and her friend Olivia went on a bike ride together.,"After a few miles, they decided to take a break at a local coffee shop and catch up on the old times.",They chatted until the coffee shop closed and felt refreshed and relaxed like never before. They promised to meet again soon and have some quality time together.,Susan and Olivia spent some time together doing a physical activity and then relaxing and having conversation that they both enjoy very much.,Susan and her friend Olivia spent some quality time together doing physical activities and strengthened the connection and their friendship.
Susan and her friend Olivia went on a bike ride together.,Olivia brought a picnic basket since she thought that they could stop somewhere with nice scenery and have a picnic.,"They found a nice location, and as they opened the basket, Susan blurted out, ""You are so fat and shouldn't eat a bite!"" Skinny Olivia started crying and ran away while fat Susan ate the entire contents of the basket.","While Susan finished eating, Olivia gathered her things and rode her bike home.  Olivia proceeded to ride alone next time.",Their relationship would grow apart due to Susan's toxicity.
Susan and her friend Olivia went on a bike ride together.,Olivia brought a picnic basket since she thought that they could stop somewhere with nice scenery and have a picnic.,"They found a nice location, and as they opened the basket, Susan blurted out, ""You are so fat and shouldn't eat a bite!"" Skinny Olivia started crying and ran away while fat Susan ate the entire contents of the basket.",Olivia was deeply hurt and upset by Susan's comment. She must not have understood why Susan would say something so mean.,Olivia figures that Susan must be jealous or in denial about her own size.
Susan and her friend Olivia went on a bike ride together.,Olivia brought a picnic basket since she thought that they could stop somewhere with nice scenery and have a picnic.,"They found a nice location, and as they opened the basket, Susan blurted out, ""You are so fat and shouldn't eat a bite!"" Skinny Olivia started crying and ran away while fat Susan ate the entire contents of the basket.",Susan and olivia went to bike ride that time  he buy a picnic basket.He search a nice location for eating.,Olivia is very sensitive and susan speak freely.
Susan and her friend Olivia went on a bike ride together.,Olivia brought a picnic basket since she thought that they could stop somewhere with nice scenery and have a picnic.,"They found a nice location, and as they opened the basket, Susan blurted out, ""You are so fat and shouldn't eat a bite!"" Skinny Olivia started crying and ran away while fat Susan ate the entire contents of the basket.","Susan told Olivia to suck it up and stop being a crybaby. Olivia got angry at this remark and slapped the food out of Susan's hands, telling her that she was the fat one and not her.",Olivia was bewildered that Susan would say such a thing to her during the picnic and vowed to never speak with Susan ever again.
Susan and her friend Olivia went on a bike ride together.,Olivia brought a picnic basket since she thought that they could stop somewhere with nice scenery and have a picnic.,"They found a nice location, and as they opened the basket, Susan blurted out, ""You are so fat and shouldn't eat a bite!"" Skinny Olivia started crying and ran away while fat Susan ate the entire contents of the basket.",Susan followed Olivia and apologized as she ran. Eventually Olivia stopped and Susan gave her a hug and apologized saying that it was not true what she said.,Olivia and Susan were close friends again and both were happy.
Susan and her friend Olivia went on a bike ride together.,Olivia brought a picnic basket since she thought that they could stop somewhere with nice scenery and have a picnic.,"When they stopped for their picnic, Susan soon realized that Olivia had only brought lunch for herself. Olivia told Susan she should have brought her own.","Susan felt sad that Olivia wasn't thinking of her. Olivia could tell her distress, so she split her lunch with Susan which made Susan content.","Susan figures Olivia can be a bit selfish, so she now takes that into account so she won't be disappointed when there might be a situation where she needs to rely on Olivia."
Susan and her friend Olivia went on a bike ride together.,Olivia brought a picnic basket since she thought that they could stop somewhere with nice scenery and have a picnic.,"When they stopped for their picnic, Susan soon realized that Olivia had only brought lunch for herself. Olivia told Susan she should have brought her own.","Susan found it offensive and left, annoyed. Olivia realized too late that she had been rude to her friend.","Susan was hurt, and Olivia ended up apologizing for how she acted."
Susan and her friend Olivia went on a bike ride together.,Olivia brought a picnic basket since she thought that they could stop somewhere with nice scenery and have a picnic.,"When they stopped for their picnic, Susan soon realized that Olivia had only brought lunch for herself. Olivia told Susan she should have brought her own.",Susan was bewildered that Olivia would plan on having a picnic and assume that Susan would have to bring her own lunch. This lead to Susan getting angry and telling Olivia that she was going to go home.,"Susan thought that Olivia was an inconsiderate jerk after the picnic incident, so she decided to distance herself from Olivia from that point forward."
Susan and her friend Olivia went on a bike ride together.,Olivia brought a picnic basket since she thought that they could stop somewhere with nice scenery and have a picnic.,"When they stopped for their picnic, Susan soon realized that Olivia had only brought lunch for herself. Olivia told Susan she should have brought her own.",susan get big disappoint of this event susan realized olivia is a selfish person. susan feels worry about bike ride but this shows olivia original.,susan understand olivia character and her selfishness then try to keep distance from olivia.
Susan and her friend Olivia went on a bike ride together.,Olivia brought a picnic basket since she thought that they could stop somewhere with nice scenery and have a picnic.,"When they stopped for their picnic, Susan soon realized that Olivia had only brought lunch for herself. Olivia told Susan she should have brought her own.",Susan told Olivia that she had never informed her about their lunch situation and thought they would buy lunch. Olivia apologized and shared half her sandwich.,"Later at home, Susan reflected on how odd the situation turned out, but vowed to communicate more clearly with her friend. It was just one lunch misunderstanding."
Susan and her friend Olivia went on a bike ride together.,Olivia brought a picnic basket since she thought that they could stop somewhere with nice scenery and have a picnic.,Susan did not bring food and was embarrassed. Susan ended up saying that she had cramps and could not attend.,Olivia knew her friend was lying and told her to stop worrying because there was enough food for both of them.,"Susan was a little intimidated by Olivia, but also saw that her friend just wanted her well."
Susan and her friend Olivia went on a bike ride together.,Olivia brought a picnic basket since she thought that they could stop somewhere with nice scenery and have a picnic.,Susan did not bring food and was embarrassed. Susan ended up saying that she had cramps and could not attend.,Olivia was really sad that Susan couldn't make the bike ride and picnic. She decided to invite someone else.,Olivia thought that Susan might be a bit flakey and decided to distance herself from Susan.
Susan and her friend Olivia went on a bike ride together.,Olivia brought a picnic basket since she thought that they could stop somewhere with nice scenery and have a picnic.,Susan did not bring food and was embarrassed. Susan ended up saying that she had cramps and could not attend.,"Olivia was upset by her friend, but understood that she could not continue at the moment. Susan mentally thanked her friend for his patience.","The two went on with their lives, and Susan thanked god for her friend being so understandable."
Susan and her friend Olivia went on a bike ride together.,Olivia brought a picnic basket since she thought that they could stop somewhere with nice scenery and have a picnic.,Susan did not bring food and was embarrassed. Susan ended up saying that she had cramps and could not attend.,"Susan was embarrassed that she did not bring anything for the picnic, so she said she was sick so Olivia wouldn't suspect that she forgot to bring something.",Next time Susan gets together with Olivia she will bring something to show her that she isn't the type to not reciprocate.
Susan and her friend Olivia went on a bike ride together.,Olivia brought a picnic basket since she thought that they could stop somewhere with nice scenery and have a picnic.,Susan did not bring food and was embarrassed. Susan ended up saying that she had cramps and could not attend.,Olivia thought something was wrong with her and was embarrassed.,"Olivia thought she had a problem, and ended up talking less and less to Susan."
Susan and her friend Olivia went on a bike ride together.,Olivia brought a picnic basket since she thought that they could stop somewhere with nice scenery and have a picnic.,"Soon they felt hungry so found a sweet spot to park their bikes and eat lunch. Susan opened the picnic basket and was surprised to find there was no food in there, just an envelope addressed to her.","Susan opened the envelope and looked at Olivia. Olivia smiled as Susan, tears in her eyes, took the ring from inside and slid it on her finger.","Susan and Olivia held each other tightly, both knowing that their future will be lived together."
Susan and her friend Olivia went on a bike ride together.,Olivia brought a picnic basket since she thought that they could stop somewhere with nice scenery and have a picnic.,"Soon they felt hungry so found a sweet spot to park their bikes and eat lunch. Susan opened the picnic basket and was surprised to find there was no food in there, just an envelope addressed to her.","Susan took a glance at Olivia which revealed a big grin on her face, Susan opened up the envelope - ""Dear Susan, I already ate, so haha get pranked."" Susan looked at Olivia snickering, which was followed by both bursting out in laughter.","Susan and Olivia fall in a deep friendship, which was filled with many pranks."
Susan and her friend Olivia went on a bike ride together.,Olivia brought a picnic basket since she thought that they could stop somewhere with nice scenery and have a picnic.,"Soon they felt hungry so found a sweet spot to park their bikes and eat lunch. Susan opened the picnic basket and was surprised to find there was no food in there, just an envelope addressed to her.","Olivia was upset to learn that her brother had taken her food out of the basket and replaced it with a love letter and invitation for a date to Susan. Susan was vocally displeased about the lack of food, but secretly thrilled that Olivia's hot brother was interested in her.",Olivia and Susan became distant after Susan began to date her brother.
Susan and her friend Olivia went on a bike ride together.,Olivia brought a picnic basket since she thought that they could stop somewhere with nice scenery and have a picnic.,"Soon they felt hungry so found a sweet spot to park their bikes and eat lunch. Susan opened the picnic basket and was surprised to find there was no food in there, just an envelope addressed to her.","The envelope was from her boyfriend, apologizing, because he had eaten everything inside.",The two were very disappointed with Olivia's boyfriend
Susan and her friend Olivia went on a bike ride together.,Olivia brought a picnic basket since she thought that they could stop somewhere with nice scenery and have a picnic.,"Soon they felt hungry so found a sweet spot to park their bikes and eat lunch. Susan opened the picnic basket and was surprised to find there was no food in there, just an envelope addressed to her.","Susan opened the envelope and read its contents, which had appeared to be a love letter from Olivia. Olivia was blushing profusely and apologized for not having brought any actual food.",Susan and Olivia began a relationship with each other.
Susan and her friend Olivia went on a bike ride together.,Olivia brought a picnic basket since she thought that they could stop somewhere with nice scenery and have a picnic.,The picnic box unexpectedly brought some trouble to Olivia while she was cycling as it kept on hitting the tyre. Susan was annoyed because Olivia had to keep stopping to adjust the picnic basket.,"Susan was hurt by Olivia's annoyance.  She understood that stopping was annoying,  but it was worse for her.","Susan felt that Olivia wasn't an understanding friend,  and distanced herself from Olivia just a little bit."
Susan and her friend Olivia went on a bike ride together.,Olivia brought a picnic basket since she thought that they could stop somewhere with nice scenery and have a picnic.,The picnic box unexpectedly brought some trouble to Olivia while she was cycling as it kept on hitting the tyre. Susan was annoyed because Olivia had to keep stopping to adjust the picnic basket.,Susan feels frustrated and blames Olivia because they have to keep stopping. Susan wants to enjoy the scenery and bike ride without having to stop.,Susan feels that Olivia is incompetent at packing a picnic basket.
Susan and her friend Olivia went on a bike ride together.,Olivia brought a picnic basket since she thought that they could stop somewhere with nice scenery and have a picnic.,The picnic box unexpectedly brought some trouble to Olivia while she was cycling as it kept on hitting the tyre. Susan was annoyed because Olivia had to keep stopping to adjust the picnic basket.,So Susan took the basket on her bike and Olivia was able to ride the bike freely. They had a good picnic together.,Susan and Olivia helped each other and had good fun and stayed good friends after that.
Susan and her friend Olivia went on a bike ride together.,Olivia brought a picnic basket since she thought that they could stop somewhere with nice scenery and have a picnic.,The picnic box unexpectedly brought some trouble to Olivia while she was cycling as it kept on hitting the tyre. Susan was annoyed because Olivia had to keep stopping to adjust the picnic basket.,"Olivia asked Susan if she would prefer to ride the bike with the basket instead.  Susan quipped, ""Nope,"" and pedaled ahead leaving Olivia behind.",Olivia was not thrilled with Susan's immaturity and decided to see less of her in the future.
Susan and her friend Olivia went on a bike ride together.,Olivia brought a picnic basket since she thought that they could stop somewhere with nice scenery and have a picnic.,The picnic box unexpectedly brought some trouble to Olivia while she was cycling as it kept on hitting the tyre. Susan was annoyed because Olivia had to keep stopping to adjust the picnic basket.,"Susan decided to come up with a way to strap the basket to the handlebars of the bike with a bungee cord she happened to have in her trail pack. She felt silly for getting annoyed with Olivia when she knew Olivia was trying her best to do something thoughtful and Susan knew that she needed to offer a solution rather than criticize her good friend, so that's what she did!",Susan had been having a rough week and Olivia cheered her up with a picnic that turned out to be a success.
Susan and her friend Olivia went on a bike ride together.,They wanted to explored somewhere further away this time since their previous bike ride had covered most of the neighboring areas.,They lost thier way and the signal was also low. However they managed to find their way using each others help.,"Susan was excited by the thrill of their near miss, while Olivia was spooked. Olivia refused to go beyond their neighborhood again.","Susan decides Olivia is a bit cowardly and strives to help her become more brave, putting a strain on their friendship."
Susan and her friend Olivia went on a bike ride together.,They wanted to explored somewhere further away this time since their previous bike ride had covered most of the neighboring areas.,They lost thier way and the signal was also low. However they managed to find their way using each others help.,"For the two of them, finding their way home became an adventure, and they pretended that they were two soldiers finding their way home from battle. Susan and Olivia laughed and were not afraid that they had become lost.","Although initially scary, the experience of finding their way home together made Susan and Olivia realize that they could accomplish anything together."
